workerid, condition, stimulus, response
A26NGLGGFTATVN,  1, 48, 3
A26NGLGGFTATVN,  1, 67, 3
A26NGLGGFTATVN,  1, 38, 2
A26NGLGGFTATVN,  1, 11, 4
A26NGLGGFTATVN,  1, 100, 6
A26NGLGGFTATVN,  1, 56, 5
A26NGLGGFTATVN,  1, 101, 6
A26NGLGGFTATVN,  1, 71, 4
A26NGLGGFTATVN,  1, 2, 5
A26NGLGGFTATVN,  1, 76, 6
A26NGLGGFTATVN,  1, 105, 2
A26NGLGGFTATVN,  1, 25, 5
A26NGLGGFTATVN,  1, 50, 4
A26NGLGGFTATVN,  1, 103, 4
A26NGLGGFTATVN,  1, 31, 3
A26NGLGGFTATVN,  1, 58, 6
A26NGLGGFTATVN,  1, 64, 7
A26NGLGGFTATVN,  1, 92, 6
A26NGLGGFTATVN,  1, 15, 5
A26NGLGGFTATVN,  1, 7, 6
A26NGLGGFTATVN,  1, 98, 6
A26NGLGGFTATVN,  1, 14, 3
A26NGLGGFTATVN,  1, 12, 2
A26NGLGGFTATVN,  1, 1, 4
A26NGLGGFTATVN,  1, 51, 1
A26NGLGGFTATVN,  1, 24, 2
A26NGLGGFTATVN,  1, 10, 1
A26NGLGGFTATVN,  1, 16, 4
A26NGLGGFTATVN,  1, 41, 5
A26NGLGGFTATVN,  1, 62, 3
A26NGLGGFTATVN,  1, 70, 3
A26NGLGGFTATVN,  1, 60, 1
A26NGLGGFTATVN,  1, 53, 1
A26NGLGGFTATVN,  1, 80, 4
A26NGLGGFTATVN,  1, 8, 5
A26NGLGGFTATVN,  1, 79, 7
A26NGLGGFTATVN,  1, 78, 4
A26NGLGGFTATVN,  1, 23, 5
A26NGLGGFTATVN,  1, 6, 3
A26NGLGGFTATVN,  1, 107, 2
A26NGLGGFTATVN,  1, 46, 1
A26NGLGGFTATVN,  1, 3, 5
A26NGLGGFTATVN,  1, 63, 6
A26NGLGGFTATVN,  1, 19, 4
A26NGLGGFTATVN,  1, 59, 1
A26NGLGGFTATVN,  1, 69, 2
A26NGLGGFTATVN,  1, 61, 7
A26NGLGGFTATVN,  1, 47, 5
A26NGLGGFTATVN,  1, 43, 4
A26NGLGGFTATVN,  1, 87, 3
A26NGLGGFTATVN,  1, 68, 3
A26NGLGGFTATVN,  1, 13, 4
A26NGLGGFTATVN,  1, 27, 5
A26NGLGGFTATVN,  1, 86, 2
A26NGLGGFTATVN,  1, 82, 2
A26NGLGGFTATVN,  1, 89, 6
A26NGLGGFTATVN,  1, 75, 5
A26NGLGGFTATVN,  1, 66, 3
A26NGLGGFTATVN,  1, 39, 5
A26NGLGGFTATVN,  1, 26, 1
A26NGLGGFTATVN,  1, 32, 2
A26NGLGGFTATVN,  1, 17, 2
A26NGLGGFTATVN,  1, 21, 5
A26NGLGGFTATVN,  1, 42, 4
A26NGLGGFTATVN,  1, 45, 2
A26NGLGGFTATVN,  1, 81, 4
A26NGLGGFTATVN,  1, 4, 3
A26NGLGGFTATVN,  1, 74, 3
A26NGLGGFTATVN,  1, 44, 2
A26NGLGGFTATVN,  1, 30, 3
A26NGLGGFTATVN,  1, 22, 5
A26NGLGGFTATVN,  1, 34, 2
A26NGLGGFTATVN,  1, 90, 1
A26NGLGGFTATVN,  1, 106, 1
A26NGLGGFTATVN,  1, 88, 2
A26NGLGGFTATVN,  1, 84, 3
A26NGLGGFTATVN,  1, 40, 5
A26NGLGGFTATVN,  1, 99, 6
A26NGLGGFTATVN,  1, 54, 4
A26NGLGGFTATVN,  1, 33, 4
A26NGLGGFTATVN,  1, 96, 3
A26NGLGGFTATVN,  1, 73, 5
A26NGLGGFTATVN,  1, 102, 5
A26NGLGGFTATVN,  1, 18, 1
A26NGLGGFTATVN,  1, 77, 4
A26NGLGGFTATVN,  1, 97, 6
A26NGLGGFTATVN,  1, 104, 3
A26NGLGGFTATVN,  1, 29, 4
A26NGLGGFTATVN,  1, 108, 3
A26NGLGGFTATVN,  1, 20, 4
A2WWYVKGZZXBOB,  1, 27, 4
A2WWYVKGZZXBOB,  1, 71, 4
A2WWYVKGZZXBOB,  1, 34, 4
A2WWYVKGZZXBOB,  1, 39, 3
A2WWYVKGZZXBOB,  1, 60, 5
A2WWYVKGZZXBOB,  1, 29, 3
A2WWYVKGZZXBOB,  1, 42, 4
A2WWYVKGZZXBOB,  1, 56, 4
A2WWYVKGZZXBOB,  1, 62, 4
A2WWYVKGZZXBOB,  1, 90, 3
A2WWYVKGZZXBOB,  1, 73, 5
A2WWYVKGZZXBOB,  1, 2, 4
A2WWYVKGZZXBOB,  1, 108, 4
A2WWYVKGZZXBOB,  1, 31, 3
A2WWYVKGZZXBOB,  1, 95, 6
A2WWYVKGZZXBOB,  1, 17, 4
A2WWYVKGZZXBOB,  1, 79, 4
A2WWYVKGZZXBOB,  1, 76, 5
A2WWYVKGZZXBOB,  1, 92, 4
A2WWYVKGZZXBOB,  1, 22, 5
A2WWYVKGZZXBOB,  1, 101, 4
A2WWYVKGZZXBOB,  1, 63, 4
A2WWYVKGZZXBOB,  1, 58, 4
A2WWYVKGZZXBOB,  1, 37, 4
A2WWYVKGZZXBOB,  1, 55, 4
A2WWYVKGZZXBOB,  1, 15, 5
A2WWYVKGZZXBOB,  1, 91, 5
A2WWYVKGZZXBOB,  1, 66, 3
A2WWYVKGZZXBOB,  1, 54, 4
A2WWYVKGZZXBOB,  1, 107, 3
A2WWYVKGZZXBOB,  1, 3, 2
A2WWYVKGZZXBOB,  1, 47, 3
A2WWYVKGZZXBOB,  1, 81, 4
A2WWYVKGZZXBOB,  1, 6, 3
A2WWYVKGZZXBOB,  1, 49, 4
A2WWYVKGZZXBOB,  1, 98, 4
A2WWYVKGZZXBOB,  1, 99, 2
A2WWYVKGZZXBOB,  1, 74, 5
A2WWYVKGZZXBOB,  1, 64, 2
A2WWYVKGZZXBOB,  1, 106, 5
A2WWYVKGZZXBOB,  1, 8, 4
A2WWYVKGZZXBOB,  1, 20, 4
A2WWYVKGZZXBOB,  1, 75, 4
A2WWYVKGZZXBOB,  1, 26, 3
A2WWYVKGZZXBOB,  1, 84, 3
A2WWYVKGZZXBOB,  1, 87, 5
A2WWYVKGZZXBOB,  1, 51, 4
A2WWYVKGZZXBOB,  1, 12, 2
A2WWYVKGZZXBOB,  1, 41, 4
A2WWYVKGZZXBOB,  1, 57, 6
A2WWYVKGZZXBOB,  1, 21, 3
A2WWYVKGZZXBOB,  1, 32, 3
A2WWYVKGZZXBOB,  1, 97, 4
A2WWYVKGZZXBOB,  1, 85, 6
A2WWYVKGZZXBOB,  1, 9, 2
A2WWYVKGZZXBOB,  1, 67, 6
A2WWYVKGZZXBOB,  1, 53, 6
A2WWYVKGZZXBOB,  1, 86, 5
A2WWYVKGZZXBOB,  1, 94, 3
A2WWYVKGZZXBOB,  1, 45, 4
A2WWYVKGZZXBOB,  1, 77, 2
A2WWYVKGZZXBOB,  1, 50, 2
A2WWYVKGZZXBOB,  1, 102, 2
A2WWYVKGZZXBOB,  1, 68, 2
A2WWYVKGZZXBOB,  1, 7, 3
A2WWYVKGZZXBOB,  1, 24, 2
A2WWYVKGZZXBOB,  1, 35, 3
A2WWYVKGZZXBOB,  1, 80, 2
A2WWYVKGZZXBOB,  1, 78, 3
A2WWYVKGZZXBOB,  1, 69, 5
A2WWYVKGZZXBOB,  1, 28, 2
A2WWYVKGZZXBOB,  1, 38, 6
A2WWYVKGZZXBOB,  1, 83, 4
A2WWYVKGZZXBOB,  1, 4, 2
A2WWYVKGZZXBOB,  1, 16, 3
A2WWYVKGZZXBOB,  1, 100, 2
A2WWYVKGZZXBOB,  1, 44, 2
A2WWYVKGZZXBOB,  1, 93, 4
A2WWYVKGZZXBOB,  1, 33, 4
A2WWYVKGZZXBOB,  1, 59, 3
A2WWYVKGZZXBOB,  1, 14, 3
A2WWYVKGZZXBOB,  1, 88, 4
A2WWYVKGZZXBOB,  1, 23, 4
A2WWYVKGZZXBOB,  1, 18, 4
A2WWYVKGZZXBOB,  1, 25, 4
A2WWYVKGZZXBOB,  1, 5, 2
A2WWYVKGZZXBOB,  1, 52, 3
A2WWYVKGZZXBOB,  1, 48, 2
A2WWYVKGZZXBOB,  1, 36, 5
A2WWYVKGZZXBOB,  1, 103, 5
A2WWYVKGZZXBOB,  1, 89, 5
A2WWYVKGZZXBOB,  1, 65, 5
A2WWYVKGZZXBOB,  1, 61, 2
A2WWYVKGZZXBOB,  1, 30, 4
A2WWYVKGZZXBOB,  1, 72, 7
A2WWYVKGZZXBOB,  1, 40, 3
A2WWYVKGZZXBOB,  1, 104, 4
A2WWYVKGZZXBOB,  1, 13, 4
A2WWYVKGZZXBOB,  1, 82, 2
A2WWYVKGZZXBOB,  1, 46, 2
A2WWYVKGZZXBOB,  1, 43, 3
A2WWYVKGZZXBOB,  1, 10, 2
A2WWYVKGZZXBOB,  1, 70, 6
A2WWYVKGZZXBOB,  1, 105, 5
A2WWYVKGZZXBOB,  1, 96, 3
A2WWYVKGZZXBOB,  1, 19, 4
A2WWYVKGZZXBOB,  1, 11, 3
A2WWYVKGZZXBOB,  1, 1, 4
A1VR49TB3Q4BV8,  1, 27, 6
A1VR49TB3Q4BV8,  1, 62, 5
A1VR49TB3Q4BV8,  1, 88, 6
A1VR49TB3Q4BV8,  1, 5, 5
A1VR49TB3Q4BV8,  1, 50, 4
A1VR49TB3Q4BV8,  1, 10, 6
A1VR49TB3Q4BV8,  1, 57, 6
A1VR49TB3Q4BV8,  1, 12, 6
A1VR49TB3Q4BV8,  1, 56, 5
A1VR49TB3Q4BV8,  1, 26, 6
A1VR49TB3Q4BV8,  1, 107, 5
A1VR49TB3Q4BV8,  1, 102, 5
A1VR49TB3Q4BV8,  1, 67, 6
A1VR49TB3Q4BV8,  1, 95, 5
A1VR49TB3Q4BV8,  1, 58, 6
A1VR49TB3Q4BV8,  1, 23, 5
A1VR49TB3Q4BV8,  1, 46, 5
A1VR49TB3Q4BV8,  1, 45, 5
A1VR49TB3Q4BV8,  1, 22, 5
A1VR49TB3Q4BV8,  1, 70, 5
A1VR49TB3Q4BV8,  1, 93, 6
A1VR49TB3Q4BV8,  1, 34, 5
A1VR49TB3Q4BV8,  1, 74, 6
A1VR49TB3Q4BV8,  1, 1, 5
A1VR49TB3Q4BV8,  1, 92, 5
A1VR49TB3Q4BV8,  1, 97, 5
A1VR49TB3Q4BV8,  1, 24, 6
A1VR49TB3Q4BV8,  1, 81, 5
A1VR49TB3Q4BV8,  1, 75, 5
A1VR49TB3Q4BV8,  1, 33, 5
A1VR49TB3Q4BV8,  1, 9, 6
A1VR49TB3Q4BV8,  1, 3, 5
A1VR49TB3Q4BV8,  1, 91, 5
A1VR49TB3Q4BV8,  1, 104, 5
A1VR49TB3Q4BV8,  1, 20, 5
A1VR49TB3Q4BV8,  1, 47, 5
A1VR49TB3Q4BV8,  1, 90, 6
A1VR49TB3Q4BV8,  1, 44, 6
A1VR49TB3Q4BV8,  1, 35, 5
A1VR49TB3Q4BV8,  1, 84, 6
A1VR49TB3Q4BV8,  1, 77, 6
A1VR49TB3Q4BV8,  1, 82, 6
A1VR49TB3Q4BV8,  1, 15, 6
A1VR49TB3Q4BV8,  1, 66, 6
A1VR49TB3Q4BV8,  1, 48, 5
A1VR49TB3Q4BV8,  1, 71, 6
A1VR49TB3Q4BV8,  1, 86, 6
A1VR49TB3Q4BV8,  1, 40, 6
A1VR49TB3Q4BV8,  1, 2, 5
A1VR49TB3Q4BV8,  1, 96, 5
A1VR49TB3Q4BV8,  1, 8, 6
A1VR49TB3Q4BV8,  1, 98, 5
A1VR49TB3Q4BV8,  1, 43, 5
A1VR49TB3Q4BV8,  1, 16, 5
A1VR49TB3Q4BV8,  1, 80, 5
A1VR49TB3Q4BV8,  1, 30, 6
A1VR49TB3Q4BV8,  1, 39, 6
A1VR49TB3Q4BV8,  1, 32, 5
A1VR49TB3Q4BV8,  1, 65, 6
A1VR49TB3Q4BV8,  1, 52, 6
A1VR49TB3Q4BV8,  1, 72, 6
A1VR49TB3Q4BV8,  1, 51, 6
A1VR49TB3Q4BV8,  1, 31, 5
A1VR49TB3Q4BV8,  1, 79, 2
A1VR49TB3Q4BV8,  1, 83, 4
A1VR49TB3Q4BV8,  1, 59, 6
A1VR49TB3Q4BV8,  1, 29, 5
A1VR49TB3Q4BV8,  1, 85, 4
A1VR49TB3Q4BV8,  1, 28, 5
A1VR49TB3Q4BV8,  1, 55, 4
A1VR49TB3Q4BV8,  1, 38, 5
A1VR49TB3Q4BV8,  1, 100, 4
A1VR49TB3Q4BV8,  1, 13, 4
A1VR49TB3Q4BV8,  1, 64, 3
A1VR49TB3Q4BV8,  1, 76, 5
A1VR49TB3Q4BV8,  1, 18, 5
A1VR49TB3Q4BV8,  1, 17, 5
A1VR49TB3Q4BV8,  1, 87, 5
A1VR49TB3Q4BV8,  1, 11, 6
A1VR49TB3Q4BV8,  1, 41, 3
A1VR49TB3Q4BV8,  1, 36, 4
A1VR49TB3Q4BV8,  1, 37, 4
A1VR49TB3Q4BV8,  1, 21, 5
A1VR49TB3Q4BV8,  1, 89, 6
A1VR49TB3Q4BV8,  1, 94, 5
A1VR49TB3Q4BV8,  1, 68, 6
A1VR49TB3Q4BV8,  1, 61, 5
A1VR49TB3Q4BV8,  1, 14, 6
A1VR49TB3Q4BV8,  1, 105, 5
A1VR49TB3Q4BV8,  1, 73, 6
A1VR49TB3Q4BV8,  1, 103, 5
A1VR49TB3Q4BV8,  1, 69, 5
A1VR49TB3Q4BV8,  1, 60, 6
A1VR49TB3Q4BV8,  1, 49, 2
A1VR49TB3Q4BV8,  1, 19, 5
A1VR49TB3Q4BV8,  1, 53, 6
A1VR49TB3Q4BV8,  1, 42, 5
A1VR49TB3Q4BV8,  1, 25, 6
A1VR49TB3Q4BV8,  1, 78, 6
A1VR49TB3Q4BV8,  1, 108, 5
A1VR49TB3Q4BV8,  1, 106, 6
A1VR49TB3Q4BV8,  1, 99, 4
A1VR49TB3Q4BV8,  1, 63, 2
A1VR49TB3Q4BV8,  1, 6, 5
A1VR49TB3Q4BV8,  1, 101, 5
A1VR49TB3Q4BV8,  1, 54, 6
A1VR49TB3Q4BV8,  1, 7, 6
A1VR49TB3Q4BV8,  1, 4, 6
A183WYXN12P2TJ,  1, 82, 5
A183WYXN12P2TJ,  1, 103, 4
A183WYXN12P2TJ,  1, 69, 5
A183WYXN12P2TJ,  1, 89, 6
A183WYXN12P2TJ,  1, 53, 5
A183WYXN12P2TJ,  1, 101, 4
A183WYXN12P2TJ,  1, 54, 5
A183WYXN12P2TJ,  1, 4, 3
A183WYXN12P2TJ,  1, 20, 6
A183WYXN12P2TJ,  1, 41, 6
A183WYXN12P2TJ,  1, 91, 7
A183WYXN12P2TJ,  1, 70, 7
A183WYXN12P2TJ,  1, 27, 3
A183WYXN12P2TJ,  1, 68, 5
A183WYXN12P2TJ,  1, 17, 5
A183WYXN12P2TJ,  1, 104, 7
A183WYXN12P2TJ,  1, 9, 5
A183WYXN12P2TJ,  1, 61, 5
A183WYXN12P2TJ,  1, 95, 5
A183WYXN12P2TJ,  1, 62, 3
A183WYXN12P2TJ,  1, 79, 3
A183WYXN12P2TJ,  1, 44, 5
A183WYXN12P2TJ,  1, 7, 5
A183WYXN12P2TJ,  1, 42, 5
A183WYXN12P2TJ,  1, 76, 6
A183WYXN12P2TJ,  1, 60, 7
A183WYXN12P2TJ,  1, 75, 5
A183WYXN12P2TJ,  1, 22, 5
A183WYXN12P2TJ,  1, 57, 6
A183WYXN12P2TJ,  1, 50, 5
A183WYXN12P2TJ,  1, 93, 6
A183WYXN12P2TJ,  1, 38, 5
A183WYXN12P2TJ,  1, 58, 5
A183WYXN12P2TJ,  1, 43, 6
A183WYXN12P2TJ,  1, 6, 5
A183WYXN12P2TJ,  1, 84, 6
A183WYXN12P2TJ,  1, 33, 6
A183WYXN12P2TJ,  1, 86, 3
A183WYXN12P2TJ,  1, 83, 6
A183WYXN12P2TJ,  1, 74, 6
A183WYXN12P2TJ,  1, 65, 6
A183WYXN12P2TJ,  1, 52, 5
A183WYXN12P2TJ,  1, 73, 5
A183WYXN12P2TJ,  1, 12, 4
A183WYXN12P2TJ,  1, 85, 4
A183WYXN12P2TJ,  1, 15, 5
A183WYXN12P2TJ,  1, 99, 5
A183WYXN12P2TJ,  1, 16, 3
A183WYXN12P2TJ,  1, 18, 4
A183WYXN12P2TJ,  1, 25, 5
A183WYXN12P2TJ,  1, 26, 5
A183WYXN12P2TJ,  1, 102, 1
A183WYXN12P2TJ,  1, 23, 5
A183WYXN12P2TJ,  1, 63, 6
A183WYXN12P2TJ,  1, 11, 5
A183WYXN12P2TJ,  1, 48, 5
A183WYXN12P2TJ,  1, 98, 5
A183WYXN12P2TJ,  1, 13, 6
A183WYXN12P2TJ,  1, 34, 5
A183WYXN12P2TJ,  1, 105, 5
A183WYXN12P2TJ,  1, 77, 6
A183WYXN12P2TJ,  1, 5, 5
A183WYXN12P2TJ,  1, 2, 6
A183WYXN12P2TJ,  1, 21, 6
A183WYXN12P2TJ,  1, 51, 6
A183WYXN12P2TJ,  1, 106, 5
A183WYXN12P2TJ,  1, 107, 6
A183WYXN12P2TJ,  1, 59, 6
A183WYXN12P2TJ,  1, 87, 5
A183WYXN12P2TJ,  1, 8, 6
A183WYXN12P2TJ,  1, 45, 6
A183WYXN12P2TJ,  1, 29, 4
A183WYXN12P2TJ,  1, 55, 3
A183WYXN12P2TJ,  1, 96, 5
A183WYXN12P2TJ,  1, 72, 3
A183WYXN12P2TJ,  1, 35, 5
A183WYXN12P2TJ,  1, 39, 6
A183WYXN12P2TJ,  1, 66, 5
A183WYXN12P2TJ,  1, 97, 5
A183WYXN12P2TJ,  1, 64, 3
A183WYXN12P2TJ,  1, 78, 5
A183WYXN12P2TJ,  1, 14, 6
A183WYXN12P2TJ,  1, 81, 5
A183WYXN12P2TJ,  1, 32, 5
A183WYXN12P2TJ,  1, 37, 6
A183WYXN12P2TJ,  1, 31, 5
A183WYXN12P2TJ,  1, 36, 5
A183WYXN12P2TJ,  1, 49, 6
A183WYXN12P2TJ,  1, 46, 5
A183WYXN12P2TJ,  1, 94, 5
A183WYXN12P2TJ,  1, 24, 6
A183WYXN12P2TJ,  1, 10, 2
A183WYXN12P2TJ,  1, 56, 4
A183WYXN12P2TJ,  1, 80, 5
A183WYXN12P2TJ,  1, 40, 5
A183WYXN12P2TJ,  1, 3, 6
A183WYXN12P2TJ,  1, 71, 5
A183WYXN12P2TJ,  1, 108, 5
A183WYXN12P2TJ,  1, 19, 6
A183WYXN12P2TJ,  1, 67, 5
A183WYXN12P2TJ,  1, 28, 5
A183WYXN12P2TJ,  1, 47, 6
A183WYXN12P2TJ,  1, 30, 5
A183WYXN12P2TJ,  1, 88, 5
A183WYXN12P2TJ,  1, 92, 6
A183WYXN12P2TJ,  1, 90, 5
A183WYXN12P2TJ,  1, 100, 4
A183WYXN12P2TJ,  1, 1, 5
AMV6J6DQZ4JAC,  1, 73, 2
AMV6J6DQZ4JAC,  1, 29, 6
AMV6J6DQZ4JAC,  1, 54, 2
AMV6J6DQZ4JAC,  1, 104, 6
AMV6J6DQZ4JAC,  1, 8, 6
AMV6J6DQZ4JAC,  1, 12, 2
AMV6J6DQZ4JAC,  1, 4, 2
AMV6J6DQZ4JAC,  1, 17, 4
AMV6J6DQZ4JAC,  1, 62, 6
AMV6J6DQZ4JAC,  1, 44, 3
AMV6J6DQZ4JAC,  1, 81, 2
AMV6J6DQZ4JAC,  1, 99, 3
AMV6J6DQZ4JAC,  1, 9, 5
AMV6J6DQZ4JAC,  1, 20, 4
AMV6J6DQZ4JAC,  1, 5, 2
AMV6J6DQZ4JAC,  1, 59, 4
AMV6J6DQZ4JAC,  1, 58, 5
AMV6J6DQZ4JAC,  1, 35, 3
AMV6J6DQZ4JAC,  1, 21, 6
AMV6J6DQZ4JAC,  1, 48, 6
AMV6J6DQZ4JAC,  1, 105, 4
AMV6J6DQZ4JAC,  1, 67, 6
AMV6J6DQZ4JAC,  1, 75, 2
AMV6J6DQZ4JAC,  1, 95, 2
AMV6J6DQZ4JAC,  1, 91, 4
AMV6J6DQZ4JAC,  1, 36, 5
AMV6J6DQZ4JAC,  1, 103, 7
AMV6J6DQZ4JAC,  1, 100, 6
AMV6J6DQZ4JAC,  1, 28, 1
AMV6J6DQZ4JAC,  1, 70, 6
AMV6J6DQZ4JAC,  1, 79, 6
AMV6J6DQZ4JAC,  1, 85, 3
AMV6J6DQZ4JAC,  1, 11, 6
AMV6J6DQZ4JAC,  1, 80, 4
AMV6J6DQZ4JAC,  1, 45, 2
AMV6J6DQZ4JAC,  1, 101, 5
AMV6J6DQZ4JAC,  1, 26, 2
AMV6J6DQZ4JAC,  1, 19, 6
AMV6J6DQZ4JAC,  1, 34, 3
AMV6J6DQZ4JAC,  1, 89, 5
AMV6J6DQZ4JAC,  1, 87, 1
AMV6J6DQZ4JAC,  1, 60, 2
AMV6J6DQZ4JAC,  1, 57, 3
AMV6J6DQZ4JAC,  1, 68, 2
AMV6J6DQZ4JAC,  1, 107, 7
AMV6J6DQZ4JAC,  1, 93, 1
AMV6J6DQZ4JAC,  1, 88, 7
AMV6J6DQZ4JAC,  1, 78, 2
AMV6J6DQZ4JAC,  1, 16, 2
AMV6J6DQZ4JAC,  1, 3, 6
AMV6J6DQZ4JAC,  1, 72, 3
AMV6J6DQZ4JAC,  1, 30, 5
AMV6J6DQZ4JAC,  1, 7, 3
AMV6J6DQZ4JAC,  1, 46, 1
AMV6J6DQZ4JAC,  1, 64, 6
AMV6J6DQZ4JAC,  1, 43, 2
AMV6J6DQZ4JAC,  1, 10, 3
AMV6J6DQZ4JAC,  1, 14, 5
AMV6J6DQZ4JAC,  1, 38, 3
AMV6J6DQZ4JAC,  1, 86, 1
AMV6J6DQZ4JAC,  1, 84, 5
AMV6J6DQZ4JAC,  1, 106, 7
AMV6J6DQZ4JAC,  1, 27, 5
AMV6J6DQZ4JAC,  1, 50, 4
AMV6J6DQZ4JAC,  1, 52, 3
AMV6J6DQZ4JAC,  1, 25, 5
AMV6J6DQZ4JAC,  1, 6, 2
AMV6J6DQZ4JAC,  1, 71, 4
AMV6J6DQZ4JAC,  1, 55, 4
AMV6J6DQZ4JAC,  1, 77, 2
AMV6J6DQZ4JAC,  1, 18, 6
AMV6J6DQZ4JAC,  1, 61, 7
AMV6J6DQZ4JAC,  1, 66, 2
AMV6J6DQZ4JAC,  1, 83, 5
AMV6J6DQZ4JAC,  1, 22, 4
AMV6J6DQZ4JAC,  1, 2, 3
AMV6J6DQZ4JAC,  1, 108, 6
AMV6J6DQZ4JAC,  1, 15, 6
AMV6J6DQZ4JAC,  1, 23, 7
AMV6J6DQZ4JAC,  1, 74, 3
AMV6J6DQZ4JAC,  1, 42, 4
AMV6J6DQZ4JAC,  1, 47, 5
AMV6J6DQZ4JAC,  1, 13, 2
AMV6J6DQZ4JAC,  1, 94, 3
AMV6J6DQZ4JAC,  1, 56, 4
AMV6J6DQZ4JAC,  1, 90, 4
AMV6J6DQZ4JAC,  1, 41, 5
AMV6J6DQZ4JAC,  1, 53, 3
AMV6J6DQZ4JAC,  1, 39, 4
AMV6J6DQZ4JAC,  1, 102, 6
AMV6J6DQZ4JAC,  1, 98, 2
AMV6J6DQZ4JAC,  1, 82, 6
AMV6J6DQZ4JAC,  1, 31, 5
AMV6J6DQZ4JAC,  1, 97, 6
AMV6J6DQZ4JAC,  1, 63, 3
AMV6J6DQZ4JAC,  1, 32, 4
AMV6J6DQZ4JAC,  1, 33, 5
AMV6J6DQZ4JAC,  1, 69, 4
AMV6J6DQZ4JAC,  1, 96, 7
AMV6J6DQZ4JAC,  1, 40, 3
AMV6J6DQZ4JAC,  1, 1, 2
AMV6J6DQZ4JAC,  1, 49, 6
AMV6J6DQZ4JAC,  1, 51, 4
AMV6J6DQZ4JAC,  1, 65, 3
AMV6J6DQZ4JAC,  1, 92, 5
AMV6J6DQZ4JAC,  1, 24, 1
AMV6J6DQZ4JAC,  1, 76, 6
AMV6J6DQZ4JAC,  1, 37, 4
AQWV4866H1PFQ,  1, 26, 4
AQWV4866H1PFQ,  1, 31, 4
AQWV4866H1PFQ,  1, 13, 5
AQWV4866H1PFQ,  1, 14, 4
AQWV4866H1PFQ,  1, 88, 5
AQWV4866H1PFQ,  1, 34, 3
AQWV4866H1PFQ,  1, 82, 4
AQWV4866H1PFQ,  1, 54, 4
AQWV4866H1PFQ,  1, 43, 3
AQWV4866H1PFQ,  1, 57, 4
AQWV4866H1PFQ,  1, 49, 3
AQWV4866H1PFQ,  1, 25, 5
AQWV4866H1PFQ,  1, 66, 5
AQWV4866H1PFQ,  1, 55, 5
AQWV4866H1PFQ,  1, 95, 5
AQWV4866H1PFQ,  1, 84, 4
AQWV4866H1PFQ,  1, 8, 4
AQWV4866H1PFQ,  1, 5, 4
AQWV4866H1PFQ,  1, 29, 5
AQWV4866H1PFQ,  1, 92, 4
AQWV4866H1PFQ,  1, 68, 4
AQWV4866H1PFQ,  1, 98, 4
AQWV4866H1PFQ,  1, 21, 5
AQWV4866H1PFQ,  1, 22, 3
AQWV4866H1PFQ,  1, 62, 5
AQWV4866H1PFQ,  1, 51, 4
AQWV4866H1PFQ,  1, 83, 4
AQWV4866H1PFQ,  1, 56, 5
AQWV4866H1PFQ,  1, 59, 4
AQWV4866H1PFQ,  1, 77, 4
AQWV4866H1PFQ,  1, 11, 5
AQWV4866H1PFQ,  1, 103, 4
AQWV4866H1PFQ,  1, 63, 4
AQWV4866H1PFQ,  1, 4, 4
AQWV4866H1PFQ,  1, 3, 4
AQWV4866H1PFQ,  1, 58, 4
AQWV4866H1PFQ,  1, 87, 4
AQWV4866H1PFQ,  1, 10, 4
AQWV4866H1PFQ,  1, 79, 5
AQWV4866H1PFQ,  1, 75, 4
AQWV4866H1PFQ,  1, 74, 4
AQWV4866H1PFQ,  1, 65, 4
AQWV4866H1PFQ,  1, 86, 3
AQWV4866H1PFQ,  1, 104, 4
AQWV4866H1PFQ,  1, 70, 4
AQWV4866H1PFQ,  1, 67, 4
AQWV4866H1PFQ,  1, 44, 4
AQWV4866H1PFQ,  1, 97, 4
AQWV4866H1PFQ,  1, 45, 4
AQWV4866H1PFQ,  1, 28, 4
AQWV4866H1PFQ,  1, 73, 4
AQWV4866H1PFQ,  1, 81, 5
AQWV4866H1PFQ,  1, 78, 3
AQWV4866H1PFQ,  1, 90, 5
AQWV4866H1PFQ,  1, 40, 4
AQWV4866H1PFQ,  1, 102, 4
AQWV4866H1PFQ,  1, 71, 4
AQWV4866H1PFQ,  1, 18, 4
AQWV4866H1PFQ,  1, 105, 3
AQWV4866H1PFQ,  1, 23, 3
AQWV4866H1PFQ,  1, 37, 4
AQWV4866H1PFQ,  1, 91, 5
AQWV4866H1PFQ,  1, 19, 4
AQWV4866H1PFQ,  1, 96, 4
AQWV4866H1PFQ,  1, 106, 4
AQWV4866H1PFQ,  1, 85, 4
AQWV4866H1PFQ,  1, 38, 3
AQWV4866H1PFQ,  1, 72, 4
AQWV4866H1PFQ,  1, 76, 4
AQWV4866H1PFQ,  1, 33, 4
AQWV4866H1PFQ,  1, 42, 5
AQWV4866H1PFQ,  1, 27, 5
AQWV4866H1PFQ,  1, 1, 3
AQWV4866H1PFQ,  1, 94, 5
AQWV4866H1PFQ,  1, 16, 4
AQWV4866H1PFQ,  1, 2, 4
AQWV4866H1PFQ,  1, 6, 4
AQWV4866H1PFQ,  1, 50, 4
AQWV4866H1PFQ,  1, 61, 4
AQWV4866H1PFQ,  1, 93, 5
AQWV4866H1PFQ,  1, 80, 4
AQWV4866H1PFQ,  1, 35, 6
AQWV4866H1PFQ,  1, 15, 4
AQWV4866H1PFQ,  1, 107, 4
